IDENT_INTRT;IDENT_INFRA;DAT_INFRA_COMMI;COD_TYP_DEFDR;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;MASSE_PERMS;MASSE_CNSTA;VITSS_PERMS;VITSS_CNSTA;ADM_ORIG_VEH
DI9999FP6GM300;IN9999T4MW0100;2022-05-31;C;58227;RIG;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999UPIPM300;IN9999U5MW0100;2022-08-05;A;23027;RIG;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999TOIPM300;IN9999V6MW0100;2022-08-05;C;81017;CST;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Ontario
DI9999QLIPM300;IN9999W7MW0100;2022-08-05;T;43027;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Québec
DI9999PKIPM300;IN9999X8MW0100;2022-08-05;C;05070;CST;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999ZUIPM300;IN9999Y9MW0100;2022-08-05;A;13073;CST;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Manitoba
DI9999E7JPM300;IN99990BMW0100;2022-08-05;T;25213;CST;c.C-24.2;270;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999HAJPM300;IN99991CMW0100;2022-08-05;C;65005;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999IBJPM300;IN99992DMW0100;2022-08-05;T;70052;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999JCJPM300;IN99993EMW0100;2022-08-05;C;93042;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999L0NFM300;IN99994FMW0100;2022-05-31;C;65005;RIG;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999IBJPM300;IN99995GMW0100;2022-08-05;C;70052;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999L0NFM300;IN99996HMW0100;2022-05-31;T;65005;RIG;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999WPJPM300;IN99999KMW0100;2022-08-05;T;66023;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999YRJPM300;IN9999ALMW0100;2022-08-05;T;58007;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999UNJPM300;IN9999BMMW0100;2022-08-05;A;89008;RIG;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Ontario
DI9999VOJPM300;IN9999CNMW0100;2022-08-05;T;71083;CST;c.T-12;4;EX;VL;;Documents d'expédition;;;;;Québec
DI9999UNJPM300;IN9999FQMW0100;2022-08-05;C;89008;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;75;Ontario
DI9999KDJPM300;IN9999GRMW0100;2022-07-26;C;89008;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999B2KPM300;IN9999HSMW0100;2022-08-05;T;25213;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999D4KPM300;IN9999ITMW0100;2022-08-05;C;70052;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Ontario
DI9999C3KPM300;IN9999JUMW0100;2022-08-05;T;65005;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;31000;33340;;;Québec
DI9999NEKPM300;IN9999U3NW0100;2022-08-05;T;23027;CST;c.C-24.2;50;CO;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999G7KPM300;IN9999W5NW0100;2022-08-05;T;96025;CST;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999LCKPM300;IN9999X6NW0100;2022-08-05;T;66023;RIG;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999RIKPM300;IN9999Y7NW0100;2022-08-05;T;66023;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999G7KPM300;IN999909NW0100;2022-08-04;C;71005;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999G7KPM300;IN99992BNW0100;2022-08-03;T;72005;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999QHKPM300;IN99993CNW0100;2022-08-05;T;23072;CST;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999ULKPM300;IN99994DNW0100;2022-08-05;C;78102;CST;c.C-24.2;406.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999XOKPM300;IN99996FNW0100;2022-08-05;T;37067;CST;c.C-24.2;270;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999XOKPM300;IN99997GNW0100;2022-08-05;C;37067;CST;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999WNKPM300;IN99998HNW0100;2022-08-05;T;23072;CST;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999ZQKPM300;IN99999INW0100;2022-08-05;C;79037;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI99992TKPM300;IN99996DOW0100;2022-08-06;C;71050;CST;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI99993UKPM300;IN99997EOW0100;2022-08-06;T;71050;CST;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI99993UKPM300;IN99998FOW0100;2022-08-06;T;71050;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999XMLPM300;IN99999GOW0100;2022-08-07;T;58227;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999ZOLPM300;IN9999AHOW0100;2022-08-07;T;60020;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999XMLPM300;IN9999BIOW0100;2022-08-07;T;58227;CST;c.C-24.2;106;EX;VL;Véhicule lourd;Permis de conduire;;;;;Québec
DI99997WLPM300;IN9999CJOW0100;2022-08-07;C;71050;CST;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Ontario
DI9999LOEPM300;IN9999DKOW0100;2022-08-04;T;21030;RIG;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI99999YLPM300;IN9999ELOW0100;2022-08-07;T;23072;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999AZLPM300;IN9999FMOW0100;2022-08-07;T;23072;CST;c.C-24.2;519.17;EX;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999AZLPM300;IN9999GNOW0100;2022-08-07;T;23072;CST;c.C-24.2;519.17;EX;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999E1MPM300;IN9999HOOW0100;2022-08-07;T;71050;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999E1MPM300;IN9999IPOW0100;2022-08-07;T;71050;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999F2MPM300;IN9999JQOW0100;2022-08-07;A;71050;CST;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Ontario
DI9999J6MPM300;IN9999KROW0100;2022-08-07;T;23072;CST;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999K7MPM300;IN9999LSOW0100;2022-08-07;C;23072;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999K7MPM300;IN9999MTOW0100;2022-08-07;T;23072;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999NAMPM300;IN9999NUOW0100;2022-08-07;A;23072;CST;c.C-24.2;531;EX;VL;Véhicule lourd;Vérification mécanique;;;;;Ontario
DI9999NAMPM300;IN9999OVOW0100;2022-08-07;A;23072;CST;c.C-24.2;534;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Ontario
DI9999QDMPM300;IN9999PWOW0100;2022-08-07;C;71083;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;100;130;Québec
DI9999MDKPM300;IN9999QXOW0100;2022-07-13;C;54072;RIG;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Île-du-Prince-Édouard
DI9999MDKPM300;IN9999RYOW0100;2022-07-13;A;54072;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Île-du-Prince-Édouard
DI9999MDKPM300;IN9999SZOW0100;2022-08-05;C;13073;RIG;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Île-du-Prince-Édouard
DI9999MDKPM300;IN9999V0PW0100;2022-08-05;A;13073;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Île-du-Prince-Édouard
DI9999SFMPM300;IN9999W1PW0100;2022-08-08;T;54048;CST;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Ontario
DI9999WJMPM300;IN9999X2PW0100;2022-08-08;T;66023;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999WJMPM300;IN9999Y3PW0100;2022-08-08;T;66023;CST;c.C-24.2;534;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI99990NMPM300;IN9999Z4PW0100;2022-08-08;T;78032;CST;c.C-24.2;262;PR;VA;Véhicule automobile;Équipement;;;;;Québec
DI99990SLOM300;IN999905PW0100;2022-07-29;T;72005;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI99991OMPM300;IN999916PW0100;2022-08-08;T;58007;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI99993QMPM300;IN999927PW0100;2022-08-08;T;57005;RIG;c.C-24.2;239;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI99991OMPM300;IN999938PW0100;2022-08-08;C;58007;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999BYMPM300;IN999949PW0100;2022-08-08;T;36033;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI99990SLOM300;IN99995APW0100;2022-07-29;C;72005;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999O9NPM300;IN99996BPW0100;2022-08-08;T;69060;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999H2NPM300;IN99997CPW0100;2022-08-08;C;57005;RIG;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999VGNPM300;IN99998DPW0100;2022-08-08;T;60020;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999J4NPM300;IN99999EPW0100;2022-08-08;T;57040;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19670;;;Québec
DI9999AXMPM300;IN9999AFPW0100;2022-08-08;T;81017;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999AXMPM300;IN9999BGPW0100;2022-08-08;T;81017;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999AXMPM300;IN9999CHPW0100;2022-08-08;T;81017;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI99995SMPM300;IN9999DIPW0100;2022-08-08;C;54035;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI99995SMPM300;IN9999EJPW0100;2022-08-08;C;54035;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99997SNPM300;IN9999FKPW0100;2022-08-08;T;94068;RIG;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99990LNPM300;IN9999GLPW0100;2022-08-08;C;66023;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Ontario
DI99990LNPM300;IN9999HMPW0100;2022-08-08;T;66023;CST;c.C-24.2;106;EX;VL;Véhicule lourd;Permis de conduire;;;;;Québec
DI99990LNPM300;IN9999INPW0100;2022-08-08;C;66023;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Ontario
DI9999XINPM300;IN9999JOPW0100;2022-08-08;T;37067;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;47500;49090;;;Québec
DI9999K3OPM300;IN9999KPPW0100;2022-08-08;C;57005;CST;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI99990LNPM300;IN9999LQPW0100;2022-08-08;T;66023;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999BWNPM300;IN9999MRPW0100;2022-08-08;C;75017;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999N8NPM300;IN9999NSPW0100;2022-08-08;T;66023;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999M5OPM300;IN9999OTPW0100;2022-08-08;T;14060;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI99993ONPM300;IN9999PUPW0100;2022-08-08;T;23072;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Québec
DI9999Q9OPM300;IN9999QVPW0100;2022-08-08;C;43027;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999N6OPM300;IN9999RWPW0100;2022-08-08;T;05070;CST;c.C-24.2;531;EX;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999YZ0NM300;IN9999SXPW0100;2022-07-20;T;81017;RIG;c.C-24.2;7;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999VEOPM300;IN9999TYPW0100;2022-08-08;T;94068;CST;c.C-24.2;437.1;AU;RM;Remorque;Équipement;;;;;Québec
DI9999YHOPM300;IN9999UZPW0100;2022-08-08;C;58007;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99993ONPM300;IN9999X0QW0100;2022-08-08;T;23072;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Québec
DI9999L2PPM300;IN9999Z2QW0100;2022-08-08;C;66023;CST;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999GZOPM300;IN999903QW0100;2022-08-08;T;79088;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999M3PPM300;IN999914QW0100;2022-08-08;T;75017;CST;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999M3PPM300;IN999925QW0100;2022-08-08;C;75017;CST;c.C-24.2;413;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999N4PPM300;IN999936QW0100;2022-08-08;A;37067;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;10000;11320;;;Ontario
DI9999M3PPM300;IN999947QW0100;2022-08-08;T;75017;CST;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999UBPPM300;IN999958QW0100;2022-08-08;C;77043;RIG;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999TAPPM300;IN99997AQW0100;2022-08-08;T;56083;CST;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999YFPPM300;IN99998BQW0100;2022-08-08;C;13073;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Ontario
DI99998ROPM300;IN99999CQW0100;2022-08-08;T;84010;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI99998ROPM300;IN9999ADQW0100;2022-08-08;T;84010;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI99998ROPM300;IN9999BEQW0100;2022-08-08;T;84010;RIG;c.C-24.2;244;PR;VR;Véhicule routier;Équipement;;;;;Québec
DI9999YFPPM300;IN9999DGQW0100;2022-08-08;A;13073;CST;c.C-24.2;106;EX;VL;Véhicule lourd;Permis de conduire;;;;;Nouvelle-Écosse
DI9999FWPPM300;IN9999EHQW0100;2022-08-08;C;88055;CST;c.C-24.2;359.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999DUPPM300;IN9999FIQW0100;2022-08-08;T;48028;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Québec
DI9999EVPPM300;IN9999GJQW0100;2022-08-08;T;67020;CST;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99998PPPM300;IN9999HKQW0100;2022-08-08;C;54048;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;10760;11150;;;Québec
DI9999M1QPM300;IN9999ILQW0100;2022-08-08;T;60020;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;47500;49240;;;Québec
DI9999L0QPM300;IN9999JMQW0100;2022-08-08;T;60020;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;34000;36680;;;Québec
DI99991IPPM300;IN9999LOQW0100;2022-08-08;T;13073;CST;c.C-24.2;213;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999S7QPM300;IN9999MPQW0100;2022-08-08;T;66023;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999ARPPM300;IN9999NQQW0100;2022-08-08;A;58033;CST;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Colombie-Britanique
DI9999ARPPM300;IN9999ORQW0100;2022-08-08;A;58033;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Colombie-Britanique
DI99992HQPM300;IN9999PSQW0100;2022-08-08;C;35010;CST;c.C-24.2;370;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999ARPPM300;IN9999QTQW0100;2022-08-08;A;58033;RIG;c.T-1;50.0.8;;;;Vignette IFTA;;;;;Colombie-Britanique
DI99994JQPM300;IN9999TWQW0100;2022-08-08;C;81017;RIG;c.C-24.2;531;AU;VR;Véhicule routier;Vérification mécanique;;;;;Québec
DI9999VAQPM300;IN9999UXQW0100;2022-08-08;C;96015;RIG;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;;;Ontario
DI99998NQPM300;IN9999VYQW0100;2022-08-08;C;16005;CST;c.C-24.2;326.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999ARPPM300;IN9999WZQW0100;2022-08-08;A;58033;RIG;c.T-1;50.0.8;;;;Permis IFTA;;;;;Colombie-Britanique
DI9999R6QPM300;IN9999Z0RW0100;2022-08-08;A;13073;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Ontario
DI9999BQQPM300;IN999901RW0100;2022-08-08;T;60020;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999ZUIPM300;IN999912RW0100;2022-08-05;C;13073;RIG;c.C-24.2;519.6;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999ZUIPM300;IN999923RW0100;2022-08-05;A;13073;RIG;c.C-24.2;519.17;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Manitoba
DI9999Q3RPM300;IN999934RW0100;2022-08-08;T;79088;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999S5RPM300;IN999945RW0100;2022-08-08;T;94068;CST;c.C-24.2;437.1;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI99992FRPM300;IN999956RW0100;2022-08-08;C;13090;CST;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999ANRPM300;IN999967RW0100;2022-08-08;C;93030;CST;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999CPRPM300;IN999978RW0100;2022-08-08;C;66102;CST;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999IVRPM300;IN999989RW0100;2022-08-08;T;66117;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999IVRPM300;IN99999ARW0100;2022-08-08;C;66117;CST;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999JWRPM300;IN9999ABRW0100;2022-08-08;C;87105;CST;c.C-24.2;519.4.1;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999HURPM300;IN9999BCRW0100;2022-08-08;C;86042;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999R2SPM300;IN9999CDRW0100;2022-08-08;T;22035;CST;c.C-24.2;517.2;XP;VL;Véhicule lourd;Surcharge totale;57500;57580;;;Québec
DI9999S3SPM300;IN9999DERW0100;2022-08-08;C;22035;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999LYRPM300;IN9999EFRW0100;2022-08-08;C;43027;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Ontario
DI9999T4SPM300;IN9999FGRW0100;2022-08-08;T;22035;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19670;;;Québec
DI9999LNOWL300;IN9999G1540100;2022-02-16;C;97007;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI99997QL3M300;IN99992QW90100;2022-03-18;T;07040;RIG;c.C-24.2;274;PR;VR;Véhicule routier;Équipement;;;;;Québec
DI9999G4POL300;IN9999CCEWZ000;2022-01-05;T;12057;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999F9MOL300;IN9999PTCWZ000;2022-01-05;C;23072;RIG;c.C-24.2;523;EX;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999O0PSL300;IN9999FE400100;2022-01-27;T;28020;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999JOFPL300;IN9999N25XZ000;2022-01-11;C;38010;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999FKV1M300;IN9999RGF80100;2022-03-08;T;68015;RIG;c.C-24.2;441;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999BT52M300;IN9999PID80100;2022-03-11;T;66023;RIG;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999WLOBM300;IN9999FCZG0100;2022-05-18;A;72005;CST;c.C-24.2;519.40;PR;VL;Véhicule lourd;Immatriculation;;;;;Québec
DI9999OE1QM300;IN99992PYW0100;2022-08-09;C;66023;CST;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999HHT4M300;IN99993KGA0100;2022-03-21;T;57045;RIG;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999RL88M300;IN9999GYQF0100;2022-04-14;C;54048;RIG;c.C-24.2;299;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999QUTSL300;IN9999E7700100;2022-01-27;T;74005;RIG;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999I05EM300;IN9999WMGJ0100;2022-06-02;C;74005;RIG;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999OMRIM300;IN9999GHRW0100;2022-06-27;C;66023;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999Y9SPM300;IN9999HIRW0100;2022-08-08;C;37067;CST;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999X8SPM300;IN9999IJRW0100;2022-08-08;C;57040;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999V6SPM300;IN9999JKRW0100;2022-08-08;T;43027;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999V6SPM300;IN9999KLRW0100;2022-08-08;T;43027;CST;c.C-24.2;513;AU;VL;Véhicule lourd;Permis spécial;;;;;Québec
DI9999ZASPM300;IN9999NORW0100;2022-08-08;T;86042;CST;c.T-12;4;EX;VL;;Documents d'expédition;;;;;Québec
DI99994FSPM300;IN9999OPRW0100;2022-08-08;T;87090;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999BMSPM300;IN9999PQRW0100;2022-08-08;T;22035;CST;c.C-24.2;463;PR;HN;Véhicule hors normes;Dimension;;;;;Québec
DI9999DOSPM300;IN9999QRRW0100;2022-08-08;T;71050;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999ALSPM300;IN9999RSRW0100;2022-08-08;C;58033;CST;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Ontario
DI999909TPM300;IN99991WUW0100;2022-08-09;C;23027;CST;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999GMBQM300;IN9999084X0100;2022-08-11;T;22035;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999ITSPM300;IN9999UPUW0100;2022-08-08;C;91020;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;74;Québec
DI9999LOEPM300;IN9999VQUW0100;2022-08-04;T;21030;RIG;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999EPSPM300;IN9999XSUW0100;2022-08-08;A;86042;CST;c.C-24.2;519.36;PR;VL;Véhicule lourd;Immatriculation;;;;;Ontario
DI9999EPSPM300;IN9999YTUW0100;2022-08-08;A;86042;CST;c.T-1;50.0.6;;;;Permis IFTA;;;;;Ontario
DI9999JUSPM300;IN9999ZUUW0100;2022-08-08;C;66023;CST;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999KVSPM300;IN99990VUW0100;2022-08-09;C;75028;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI99991ATPM300;IN99992XUW0100;2022-08-09;T;71083;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999P1HKM300;IN99993YUW0100;2022-03-13;C;76043;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
